Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
22,Female,30511,India,Unemployed,18,1,Mobile,Final Fantasy XIV,MMORPG,Pay-to-win,4,5,PvP,3,6,Free-to-play,70,Maybe,"Supporting devs,Cosmetics,Progression boost","Toxicity,Time commitment,Technical barriers",5,4,Yes,Maybe
22,Male,51120,USA,Student,3,8,Console,Final Fantasy XIV,MMORPG,"Toxicity,Too grindy",4,3,PvE,3,45,Free-to-play,169,Yes,"Exclusive content,Other","Other,Time commitment",5,3,No,Maybe
29,Female,14136,Australia,Student,7,5,PC,Black Desert,Other,"Lack of innovation,Pay-to-win",3,3,"Trading,PvE,PvP",2,14,Buy-to-play,75,No,"Progression boost,Supporting devs",Other,1,1,Yes,Yes
21,Male,50455,UK,Employed,1,4,Multiple,Elder Scrolls Online,Casual,"Toxicity,Pay-to-win",3,5,"Trading,Customization,PvP",2,15,Free-to-play,118,No,"Cosmetics,Other","Other,Time commitment,Technical barriers",1,4,Yes,Yes
27,Male,51747,UK,Other,43,0,Console,Black Desert,Other,"Repetitive quests,Toxicity",5,3,Social systems,3,11,Free-to-play,689,No,Social reasons,"Technical barriers,Time commitment",3,4,Yes,Yes
16,Female,58412,Brazil,Unemployed,8,1,PC,Guild Wars 2,MMORPG,"Toxicity,Too grindy,Pay-to-win",3,5,"Social systems,Exploration",3,14,Buy-to-play,4,No,"Social reasons,Cosmetics,Other","Technical barriers,Lack of friends,Other",4,4,No,Yes
38,Male,36761,Germany,Student,17,6,PC,World of Warcraft,Casual,"Too grindy,Pay-to-win",5,3,"Story,Crafting",3,10,Subscription,91,No,"Social reasons,Other,Progression boost","Other,Lack of friends",4,4,No,Yes
25,Male,44683,India,Unemployed,24,9,PC,Final Fantasy XIV,MMORPG,"Toxicity,Repetitive quests",4,3,"PvP,Endgame content",3,19,Subscription,213,Maybe,Social reasons,"Complexity,Toxicity",5,3,No,Yes
24,Male,17681,India,Employed,8,9,Console,Elder Scrolls Online,FPS,"Technical issues,Repetitive quests",3,4,"Customization,Story,Endgame content",2,14,Free-to-play,323,Yes,"Cosmetics,Supporting devs",Other,4,1,Yes,Yes
24,Male,17761,UK,Employed,21,9,Console,Final Fantasy XIV,Casual,Technical issues,4,5,Story,2,25,Free-to-play,221,No,"Supporting devs,Other","Toxicity,Time commitment",3,5,No,No
18,Prefer not to say,26575,UK,Employed,7,3,PC,Guild Wars 2,MMORPG,"Lack of innovation,Pay-to-win,Technical issues",2,5,"Story,Customization",3,14,Subscription,25,Yes,"Progression boost,Cosmetics,Supporting devs",Toxicity,2,4,No,Yes
16,Male,38780,USA,Unemployed,1,13,PC,Final Fantasy XIV,FPS,"Other,Repetitive quests,Pay-to-win",4,4,"PvE,Exploration",4,5,Free-to-play,170,Yes,"Social reasons,Cosmetics","Technical barriers,Lack of friends,Complexity",4,4,No,No
34,Male,57886,Germany,Employed,14,0,Multiple,Black Desert,Other,"Toxicity,Technical issues,Lack of innovation",3,3,"PvP,Trading,Crafting",3,2,Free-to-play,413,No,"Social reasons,Cosmetics",Other,5,4,Yes,Yes
26,Female,36094,UK,Employed,4,6,PC,Guild Wars 2,MMORPG,"Other,Repetitive quests",4,2,"Customization,Endgame content,Story",4,10,Free-to-play,0,Yes,"Other,Supporting devs",Other,3,3,No,Maybe
39,Male,106024,UK,Student,1,7,Multiple,Lost Ark,MOBA,Toxicity,2,5,"Crafting,Trading,PvP",2,11,Free-to-play,272,No,"Supporting devs,Cosmetics,Social reasons",Complexity,2,2,No,Maybe
21,Male,67453,Brazil,Self-employed,1,0,Multiple,Guild Wars 2,MMORPG,Repetitive quests,3,4,"Social systems,Customization",5,8,Subscription,46,Yes,Cosmetics,"Lack of friends,Other,Complexity",5,2,No,Maybe
23,Female,44143,Brazil,Unemployed,15,3,Multiple,World of Warcraft,Casual,"Too grindy,Lack of innovation,Toxicity",4,1,Exploration,2,15,Free-to-play,0,Yes,"Exclusive content,Supporting devs,Progression boost","Lack of friends,Time commitment",4,4,No,Yes
23,Non-binary,43705,USA,Unemployed,4,5,PC,Elder Scrolls Online,Casual,"Lack of innovation,Toxicity,Other",4,4,"PvP,Exploration",2,13,Buy-to-play,192,No,"Cosmetics,Social reasons",Complexity,1,5,No,Yes
23,Male,49649,Canada,Self-employed,21,0,PC,World of Warcraft,MOBA,Other,3,3,"Crafting,PvP,Trading",2,25,Free-to-play,0,Yes,Supporting devs,"Other,Complexity,Lack of friends",3,4,No,Yes
17,Male,32930,UK,Employed,14,4,Mobile,Guild Wars 2,MMORPG,"Poor community,Repetitive quests",3,3,"Trading,PvP",2,14,Freemium,328,No,Social reasons,Toxicity,4,4,No,Yes
30,Male,21275,UK,Student,25,6,Multiple,Final Fantasy XIV,MMORPG,"Toxicity,Other,Repetitive quests",5,3,"Social systems,PvE,Endgame content",5,18,Free-to-play,171,No,"Other,Social reasons","Complexity,Lack of friends",4,3,No,No
34,Prefer not to say,43052,India,Employed,1,1,PC,Black Desert,Other,Other,3,4,Story,2,21,Subscription,0,No,"Other,Social reasons","Complexity,Lack of friends,Technical barriers",4,2,No,Yes
31,Male,38283,UK,Student,15,2,Multiple,World of Warcraft,MMORPG,"Toxicity,Poor community,Repetitive quests",5,5,"Story,Crafting,Exploration",4,35,Free-to-play,175,Maybe,"Progression boost,Exclusive content","Other,Technical barriers",3,4,No,Yes
37,Male,68549,Germany,Other,6,7,PC,Other,MMORPG,"Technical issues,Other",2,4,"Customization,Crafting",4,0,Freemium,0,Yes,"Other,Social reasons,Exclusive content",Complexity,3,3,Yes,Yes
17,Male,48751,Germany,Student,14,5,Console,,MMORPG,"Other,Repetitive quests,Toxicity",3,5,Crafting,5,8,Free-to-play,20,Yes,Other,"Toxicity,Technical barriers,Complexity",4,3,No,Maybe
25,Male,58094,Germany,Student,1,11,Console,Lost Ark,MMORPG,"Pay-to-win,Repetitive quests,Poor community",4,3,"PvE,Story,Endgame content",3,45,Buy-to-play,0,No,"Supporting devs,Exclusive content","Time commitment,Technical barriers",5,4,No,Yes
29,Female,64587,Other,Employed,3,7,PC,Black Desert,MMORPG,Pay-to-win,3,4,"Customization,PvE,Trading",1,11,Free-to-play,21,No,Progression boost,Lack of friends,4,4,No,Yes
21,Female,28110,USA,Employed,11,2,Mobile,Black Desert,Casual,"Poor community,Other,Lack of innovation",4,3,Story,1,9,Free-to-play,0,No,"Supporting devs,Social reasons,Exclusive content","Toxicity,Technical barriers",2,2,Yes,No
26,Male,77988,Other,Employed,14,3,Mobile,,FPS,"Pay-to-win,Poor community,Repetitive quests",4,3,"PvE,Social systems",2,2,Freemium,0,Yes,Supporting devs,"Toxicity,Technical barriers",3,4,Yes,Yes
25,Male,32598,Germany,Student,4,8,Console,Black Desert,MMORPG,"Pay-to-win,Toxicity,Technical issues",2,4,PvE,2,5,Free-to-play,0,Maybe,Exclusive content,"Other,Toxicity",3,4,Yes,No
29,Female,65461,Canada,Employed,16,1,Mobile,Guild Wars 2,MMORPG,"Technical issues,Toxicity,Lack of innovation",3,3,Customization,5,2,Free-to-play,216,Yes,"Social reasons,Other","Other,Technical barriers,Lack of friends",4,5,Yes,Maybe
23,Female,57306,Other,Employed,30,3,PC,Elder Scrolls Online,MMORPG,Too grindy,2,2,"Trading,PvP,PvE",4,0,Free-to-play,51,Maybe,"Progression boost,Exclusive content,Cosmetics","Complexity,Lack of friends",4,4,No,Yes
28,Female,44852,Germany,Employed,22,2,PC,Guild Wars 2,MMORPG,"Toxicity,Too grindy,Poor community",3,3,PvE,4,19,Subscription,158,Maybe,"Supporting devs,Other,Cosmetics",Lack of friends,5,2,Yes,Yes
37,Female,85958,Australia,Unemployed,17,13,PC,World of Warcraft,MMORPG,"Pay-to-win,Poor community",2,3,"Customization,Social systems,PvP",3,17,Freemium,0,No,Progression boost,"Other,Complexity",4,5,No,Yes
30,Male,46252,India,Unemployed,4,2,Mobile,,MMORPG,"Toxicity,Repetitive quests",5,4,"Story,Social systems,Customization",3,8,Free-to-play,0,No,Other,"Complexity,Other",2,5,Yes,No
17,Male,44123,Other,Student,20,0,PC,World of Warcraft,MMORPG,"Lack of innovation,Other",4,4,Crafting,4,34,Freemium,0,Yes,"Exclusive content,Supporting devs",Time commitment,5,3,No,Yes
31,Prefer not to say,50043,Brazil,Self-employed,6,6,Multiple,Final Fantasy XIV,MOBA,"Other,Toxicity",2,4,PvE,3,17,Subscription,237,Yes,"Exclusive content,Supporting devs,Other",Other,4,4,Yes,Yes
19,Male,28110,Brazil,Self-employed,21,11,Mobile,Elder Scrolls Online,MOBA,"Poor community,Too grindy",3,4,Social systems,2,21,Buy-to-play,728,Yes,"Progression boost,Exclusive content,Cosmetics","Other,Lack of friends",5,3,Yes,No
23,Male,45058,Germany,Student,17,5,PC,Other,Casual,"Lack of innovation,Too grindy,Repetitive quests",3,4,PvP,3,4,Free-to-play,276,Yes,"Progression boost,Social reasons",Lack of friends,5,4,No,No
26,Female,52946,USA,Employed,5,6,Console,Black Desert,MMORPG,"Technical issues,Lack of innovation,Toxicity",1,4,"Story,PvP",2,24,Freemium,57,Yes,"Social reasons,Progression boost","Technical barriers,Other,Lack of friends",3,3,No,Maybe
23,Female,81573,USA,Student,1,11,PC,Elder Scrolls Online,FPS,"Technical issues,Pay-to-win,Too grindy",4,2,"Endgame content,Exploration,Social systems",1,25,Subscription,576,No,Cosmetics,"Lack of friends,Technical barriers,Time commitment",2,5,No,Maybe
28,Male,25110,USA,Self-employed,13,1,PC,World of Warcraft,MMORPG,Repetitive quests,5,5,"Exploration,Endgame content",4,14,Buy-to-play,328,Yes,"Supporting devs,Progression boost",Toxicity,3,2,No,Yes
29,Female,113894,USA,Employed,3,4,PC,Other,Casual,"Repetitive quests,Other",4,3,Story,2,20,Free-to-play,401,No,"Supporting devs,Social reasons","Lack of friends,Other,Technical barriers",4,3,No,Yes
16,Male,45660,Germany,Employed,20,7,Console,Final Fantasy XIV,MOBA,"Other,Too grindy",3,3,"Crafting,Story,PvP",1,18,Free-to-play,218,No,Supporting devs,Time commitment,2,5,Yes,Maybe
30,Male,80805,Canada,Student,1,0,PC,Black Desert,Casual,Poor community,3,4,"Social systems,PvP,Endgame content",4,17,Free-to-play,68,No,"Supporting devs,Social reasons","Lack of friends,Other",2,5,No,Maybe
19,Male,90602,India,Self-employed,9,12,PC,Lost Ark,MMORPG,"Toxicity,Repetitive quests,Pay-to-win",4,3,"Story,PvP",3,9,Freemium,155,No,Other,Technical barriers,4,3,No,Maybe
24,Male,41743,India,Student,1,7,Console,World of Warcraft,Other,"Repetitive quests,Toxicity,Other",3,2,"PvP,PvE,Story",1,0,Free-to-play,405,Yes,"Supporting devs,Social reasons,Exclusive content","Technical barriers,Toxicity,Lack of friends",3,5,No,Yes
22,Female,43865,USA,Student,15,6,PC,Final Fantasy XIV,MMORPG,Poor community,3,2,"Crafting,Endgame content",5,26,Free-to-play,0,No,Exclusive content,"Toxicity,Complexity,Time commitment",2,3,No,Yes
19,Male,51688,Australia,Student,6,14,Multiple,World of Warcraft,MMORPG,"Repetitive quests,Other,Technical issues",5,4,"Customization,PvE,Crafting",5,20,Free-to-play,26,No,"Other,Progression boost",Toxicity,3,4,No,No
32,Male,43024,India,Student,1,2,PC,Guild Wars 2,Strategy,Lack of innovation,3,3,"Crafting,Trading,Exploration",4,0,Freemium,165,Yes,"Supporting devs,Cosmetics","Complexity,Time commitment,Technical barriers",5,5,No,Yes
23,Female,51313,UK,Employed,16,6,Console,Black Desert,MMORPG,"Pay-to-win,Poor community,Too grindy",3,4,"PvE,Crafting",1,17,Freemium,116,Yes,"Cosmetics,Other,Supporting devs","Lack of friends,Toxicity,Complexity",3,5,No,Yes
21,Male,32809,UK,Unemployed,27,2,Multiple,,MMORPG,Poor community,3,3,"Endgame content,Social systems",4,13,Free-to-play,0,No,Supporting devs,Other,3,3,No,Yes
25,Non-binary,49658,India,Employed,15,0,Mobile,World of Warcraft,MMORPG,"Repetitive quests,Other",5,4,Trading,5,15,Buy-to-play,243,No,Exclusive content,"Other,Toxicity,Complexity",4,5,Yes,Yes
29,Male,38217,Australia,Employed,30,9,PC,Other,MMORPG,"Other,Pay-to-win",4,2,"Trading,Crafting,PvP",2,14,Buy-to-play,118,Maybe,Supporting devs,"Toxicity,Complexity,Time commitment",3,4,No,No
37,Male,56823,India,Employed,2,5,Console,World of Warcraft,Casual,"Toxicity,Other",3,3,"Exploration,PvE",2,8,Free-to-play,0,No,"Progression boost,Exclusive content,Cosmetics","Technical barriers,Lack of friends",3,3,Yes,Yes
16,Male,112025,Canada,Other,20,4,Console,Final Fantasy XIV,Casual,Poor community,4,2,"Exploration,PvE",4,27,Free-to-play,120,No,"Other,Cosmetics,Supporting devs",Time commitment,5,4,No,Maybe
16,Female,32665,Germany,Student,13,4,Console,,Strategy,"Other,Technical issues,Too grindy",3,3,PvP,2,12,Free-to-play,0,No,Exclusive content,"Time commitment,Toxicity",3,2,No,Yes
32,Male,14005,USA,Unemployed,21,11,Console,Other,MMORPG,"Too grindy,Repetitive quests,Toxicity",3,1,"Customization,PvE",3,11,Freemium,0,No,"Supporting devs,Progression boost",Time commitment,3,5,Yes,No
30,Female,25278,Australia,Student,1,4,PC,,MOBA,"Poor community,Pay-to-win",3,4,PvP,2,16,Free-to-play,351,Maybe,"Cosmetics,Supporting devs","Complexity,Other,Lack of friends",4,3,Yes,Yes
24,Male,100737,USA,Employed,21,3,Mobile,Other,MMORPG,Repetitive quests,4,4,Story,3,1,Free-to-play,141,No,"Cosmetics,Supporting devs,Other","Toxicity,Lack of friends,Other",3,4,Yes,Yes
22,Female,73895,USA,Student,4,12,PC,Guild Wars 2,MMORPG,"Lack of innovation,Toxicity,Other",2,4,"Trading,Customization",4,5,Freemium,155,Yes,Supporting devs,Complexity,5,1,Yes,Yes
29,Female,11537,USA,Student,4,12,PC,Black Desert,MOBA,"Repetitive quests,Pay-to-win",3,2,PvP,2,28,Free-to-play,0,Maybe,Social reasons,"Time commitment,Toxicity,Complexity",2,5,Yes,Yes
39,Female,38111,Other,Other,2,14,Multiple,Final Fantasy XIV,MMORPG,Repetitive quests,5,4,Endgame content,3,11,Free-to-play,79,Maybe,Exclusive content,"Technical barriers,Complexity,Toxicity",4,5,No,Yes
32,Male,23419,Australia,Unemployed,23,7,Multiple,Guild Wars 2,MOBA,"Pay-to-win,Other",4,5,"Customization,Story,Trading",1,11,Free-to-play,30,No,"Other,Social reasons","Toxicity,Technical barriers",2,4,Yes,Maybe
43,Female,15993,USA,Student,11,8,PC,Black Desert,MMORPG,"Poor community,Toxicity",4,3,"Exploration,PvE",2,13,Free-to-play,1,Yes,"Exclusive content,Social reasons,Cosmetics","Lack of friends,Other",1,5,No,Yes
32,Male,41185,USA,Employed,13,10,PC,Final Fantasy XIV,MMORPG,"Pay-to-win,Toxicity,Poor community",4,4,PvE,3,22,Free-to-play,141,Yes,"Cosmetics,Other,Supporting devs","Other,Toxicity,Complexity",4,2,No,Maybe
28,Prefer not to say,26476,Brazil,Unemployed,18,2,PC,Lost Ark,Strategy,"Toxicity,Other",2,5,"PvP,Social systems,Story",4,27,Buy-to-play,0,No,Other,"Complexity,Lack of friends,Other",4,2,No,Maybe
21,Female,25360,Germany,Self-employed,21,4,PC,Other,MMORPG,"Too grindy,Poor community",5,4,Crafting,5,0,Subscription,263,No,"Cosmetics,Progression boost","Lack of friends,Other",5,3,No,No
33,Male,47480,India,Student,10,2,Multiple,Lost Ark,FPS,"Toxicity,Repetitive quests,Pay-to-win",3,5,"PvE,Customization",3,18,Free-to-play,0,No,"Exclusive content,Progression boost",Other,3,5,No,Yes
16,Female,32610,USA,Student,12,6,PC,Guild Wars 2,MMORPG,"Pay-to-win,Repetitive quests,Too grindy",3,4,"Endgame content,PvP",4,17,Freemium,0,Yes,Progression boost,"Lack of friends,Other,Time commitment",3,5,Yes,Maybe
32,Male,20202,UK,Self-employed,14,0,PC,Black Desert,FPS,"Other,Poor community,Pay-to-win",4,5,Crafting,2,5,Buy-to-play,199,Yes,"Supporting devs,Social reasons","Lack of friends,Technical barriers",2,3,Yes,Yes
30,Female,29227,UK,Unemployed,10,8,PC,Elder Scrolls Online,MMORPG,Toxicity,4,4,"Customization,Crafting",3,14,Free-to-play,83,Yes,Cosmetics,"Technical barriers,Toxicity,Time commitment",4,3,No,No
24,Male,24465,Other,Employed,11,2,PC,Final Fantasy XIV,FPS,"Toxicity,Repetitive quests",2,4,Exploration,3,18,Free-to-play,670,No,"Social reasons,Other,Cosmetics","Lack of friends,Complexity,Other",4,4,Yes,Yes
29,Female,26560,India,Employed,13,7,PC,Guild Wars 2,MOBA,"Poor community,Repetitive quests",4,1,"Crafting,Endgame content",3,29,Subscription,53,Yes,"Social reasons,Progression boost,Exclusive content","Time commitment,Toxicity,Complexity",3,4,No,Yes
28,Female,72865,India,Employed,1,8,Console,Final Fantasy XIV,MMORPG,"Other,Too grindy",4,3,"PvP,Endgame content,Customization",4,20,Free-to-play,213,Maybe,Exclusive content,Lack of friends,2,4,Yes,Yes
25,Female,41624,USA,Unemployed,12,5,Mobile,Elder Scrolls Online,MOBA,Toxicity,5,3,"PvE,Story,Crafting",1,8,Free-to-play,123,No,"Exclusive content,Progression boost",Time commitment,5,4,Yes,Yes
20,Male,139050,UK,Employed,14,11,Mobile,Lost Ark,MMORPG,Toxicity,3,4,"Social systems,PvE",4,21,Buy-to-play,237,No,"Exclusive content,Supporting devs","Other,Lack of friends",4,3,No,Maybe
21,Female,47396,India,Unemployed,19,5,Mobile,,MMORPG,Other,5,5,"Endgame content,Trading",3,5,Subscription,391,No,Cosmetics,Other,4,3,No,Yes
35,Male,49614,Germany,Student,12,0,Console,Guild Wars 2,Other,"Other,Lack of innovation,Poor community",2,4,Exploration,1,20,Buy-to-play,79,No,"Other,Cosmetics",Complexity,5,5,No,Yes
24,Male,38056,Australia,Employed,19,12,Console,Guild Wars 2,FPS,"Lack of innovation,Pay-to-win",2,2,"PvP,PvE",2,16,Free-to-play,164,No,Progression boost,Time commitment,5,2,Yes,No
16,Female,61636,Germany,Employed,5,0,PC,Guild Wars 2,MMORPG,Repetitive quests,4,4,"Exploration,Social systems",3,8,Free-to-play,79,No,"Social reasons,Other",Lack of friends,3,2,No,Yes
20,Female,52085,Canada,Self-employed,14,6,PC,Final Fantasy XIV,Strategy,"Poor community,Technical issues",3,3,"Crafting,Exploration,Trading",1,13,Free-to-play,285,No,Cosmetics,Other,2,3,No,Yes
28,Male,300352,Germany,Unemployed,8,3,Multiple,Lost Ark,MMORPG,"Pay-to-win,Repetitive quests",2,4,PvE,5,14,Free-to-play,97,No,"Other,Cosmetics","Other,Lack of friends,Toxicity",4,3,No,No
20,Female,60575,UK,Student,13,6,Console,World of Warcraft,MOBA,"Poor community,Other,Technical issues",3,5,"Crafting,Exploration",3,7,Free-to-play,230,Yes,Exclusive content,"Other,Lack of friends,Technical barriers",3,3,No,Maybe
20,Male,16555,Australia,Student,15,0,Console,Other,FPS,"Toxicity,Other,Lack of innovation",2,1,PvE,2,10,Buy-to-play,57,Yes,"Progression boost,Social reasons,Cosmetics",Complexity,2,2,No,Yes
29,Male,30476,India,Employed,14,2,PC,Lost Ark,MMORPG,Repetitive quests,4,5,"Crafting,PvE",4,8,Buy-to-play,133,Yes,Progression boost,"Lack of friends,Other",3,4,No,No
23,Female,36968,UK,Employed,13,2,PC,Guild Wars 2,FPS,"Pay-to-win,Too grindy,Toxicity",2,2,"PvP,Endgame content",1,2,Free-to-play,728,No,"Social reasons,Other","Technical barriers,Lack of friends",3,4,Yes,No
26,Male,14999,UK,Employed,17,9,Console,Lost Ark,Casual,Too grindy,3,4,"Customization,Crafting",2,35,Freemium,0,No,Cosmetics,"Technical barriers,Lack of friends",2,3,No,No
25,Male,32897,Other,Employed,2,4,Mobile,Lost Ark,MOBA,Other,4,3,"PvE,Story",3,6,Freemium,252,Maybe,"Exclusive content,Social reasons,Cosmetics","Complexity,Other,Time commitment",2,4,Yes,Maybe
34,Male,51044,India,Unemployed,10,3,PC,Final Fantasy XIV,FPS,"Repetitive quests,Pay-to-win,Toxicity",5,2,PvE,2,8,Freemium,727,Maybe,"Progression boost,Cosmetics","Lack of friends,Time commitment,Complexity",4,3,No,No
23,Male,29520,UK,Student,6,9,Multiple,Final Fantasy XIV,MOBA,"Toxicity,Lack of innovation",2,5,"Endgame content,Customization,Social systems",3,20,Free-to-play,39,Yes,"Other,Supporting devs",Other,3,2,No,No
22,Male,51370,UK,Self-employed,22,1,Console,Guild Wars 2,Casual,"Lack of innovation,Toxicity",3,3,"Crafting,Trading",1,16,Free-to-play,5,Yes,"Progression boost,Social reasons","Lack of friends,Complexity,Toxicity",3,3,Yes,No
20,Female,39993,India,Student,10,4,PC,,MOBA,Other,3,4,"Customization,PvP",4,13,Free-to-play,229,Yes,"Progression boost,Exclusive content,Other","Other,Lack of friends",2,4,Yes,Maybe
18,Female,19178,USA,Employed,6,10,Console,Lost Ark,Strategy,"Pay-to-win,Technical issues",4,4,"Exploration,Endgame content,Story",1,10,Subscription,139,Yes,"Supporting devs,Exclusive content","Toxicity,Lack of friends,Complexity",4,2,No,Yes
19,Male,38869,USA,Self-employed,16,0,Console,Lost Ark,MOBA,"Pay-to-win,Lack of innovation,Other",3,4,"Customization,Crafting",3,17,Free-to-play,175,Yes,Exclusive content,"Other,Toxicity,Lack of friends",3,2,No,No
23,Male,66225,UK,Employed,23,8,Multiple,Other,Strategy,"Pay-to-win,Toxicity,Repetitive quests",4,4,"Customization,Exploration,Story",2,10,Free-to-play,316,Yes,"Other,Supporting devs",Time commitment,3,5,No,Maybe
23,Male,77863,USA,Employed,1,8,Multiple,Other,MMORPG,Pay-to-win,3,2,"PvE,Crafting",4,20,Subscription,0,Maybe,"Social reasons,Exclusive content,Supporting devs",Other,2,3,No,Yes
25,Female,52794,India,Self-employed,19,5,PC,Guild Wars 2,MOBA,Technical issues,5,4,PvE,2,0,Free-to-play,65,No,"Other,Exclusive content",Toxicity,3,4,Yes,Maybe
29,Female,22254,India,Student,13,8,PC,Lost Ark,FPS,"Repetitive quests,Lack of innovation,Too grindy",5,4,"PvP,Trading,Endgame content",3,12,Free-to-play,150,Maybe,"Supporting devs,Progression boost,Cosmetics","Complexity,Technical barriers",5,2,No,No
23,Male,27274,USA,Employed,15,10,Console,Elder Scrolls Online,FPS,Technical issues,3,1,"Trading,Story,Exploration",2,19,Buy-to-play,169,No,Cosmetics,"Lack of friends,Time commitment",4,3,No,Yes
17,Male,51929,India,Employed,5,14,PC,Lost Ark,Strategy,Repetitive quests,4,3,"PvP,PvE",2,11,Freemium,68,Yes,Progression boost,"Other,Toxicity,Lack of friends",5,4,Yes,Yes
20,Female,103282,UK,Student,12,9,PC,Other,MMORPG,"Toxicity,Repetitive quests,Technical issues",3,4,Exploration,4,36,Subscription,361,Yes,"Other,Cosmetics,Exclusive content","Other,Toxicity,Complexity",5,3,No,Yes
18,Male,47752,UK,Employed,12,7,Multiple,Guild Wars 2,MMORPG,Technical issues,4,4,"Story,PvE",5,16,Free-to-play,0,Yes,"Exclusive content,Other,Cosmetics","Lack of friends,Time commitment,Other",5,5,No,Maybe
45,Male,22885,India,Employed,13,0,PC,World of Warcraft,MOBA,"Too grindy,Lack of innovation,Repetitive quests",4,3,"Endgame content,Story,PvE",4,5,Subscription,0,Maybe,"Other,Supporting devs,Exclusive content","Lack of friends,Complexity,Technical barriers",3,2,Yes,Yes
31,Male,14292,USA,Employed,12,0,Multiple,Lost Ark,Casual,Pay-to-win,3,5,"Exploration,Social systems",3,5,Free-to-play,95,No,Cosmetics,"Technical barriers,Time commitment,Lack of friends",4,4,No,Maybe
16,Male,269875,UK,Employed,4,3,PC,Lost Ark,MMORPG,"Other,Pay-to-win",3,4,Endgame content,4,0,Free-to-play,0,No,Other,"Complexity,Lack of friends",4,3,Yes,Yes
21,Male,31558,Canada,Student,17,3,Mobile,Elder Scrolls Online,MMORPG,"Toxicity,Too grindy,Poor community",3,5,"Trading,PvE,Social systems",2,0,Free-to-play,201,Yes,Progression boost,"Complexity,Lack of friends,Toxicity",3,3,Yes,Yes
20,Male,35245,USA,Self-employed,24,9,PC,Other,MMORPG,Too grindy,4,2,Crafting,2,0,Free-to-play,0,Yes,"Social reasons,Supporting devs","Time commitment,Lack of friends,Technical barriers",4,4,Yes,Yes
24,Female,39689,USA,Employed,6,6,Mobile,Black Desert,Other,Toxicity,4,2,Social systems,3,19,Buy-to-play,46,No,Progression boost,"Other,Complexity,Technical barriers",4,5,Yes,Yes
25,Male,48857,USA,Student,6,6,Mobile,Other,MMORPG,"Repetitive quests,Pay-to-win",4,4,"Customization,Social systems",2,13,Free-to-play,290,Yes,"Cosmetics,Other","Lack of friends,Complexity,Toxicity",4,4,No,Yes
24,Male,58392,UK,Student,14,2,Console,Other,MMORPG,"Lack of innovation,Poor community",4,3,"PvE,Endgame content",3,13,Subscription,138,Yes,"Other,Cosmetics","Technical barriers,Other,Toxicity",2,5,Yes,Yes
30,Female,28215,USA,Employed,1,5,PC,Guild Wars 2,MMORPG,"Pay-to-win,Too grindy",3,4,"Story,Exploration,Endgame content",3,0,Buy-to-play,49,Yes,Progression boost,"Technical barriers,Toxicity",3,4,No,Maybe
21,Female,92905,UK,Employed,1,11,PC,Other,MMORPG,"Too grindy,Pay-to-win",3,4,"Exploration,Crafting,Social systems",4,59,Free-to-play,49,Yes,"Social reasons,Supporting devs","Time commitment,Complexity,Lack of friends",2,5,No,Yes
25,Female,44836,UK,Student,21,1,PC,World of Warcraft,Casual,"Other,Technical issues,Lack of innovation",4,3,"Endgame content,Exploration,Crafting",2,12,Free-to-play,0,Yes,Exclusive content,"Complexity,Toxicity,Time commitment",3,5,No,Maybe
32,Male,38897,Australia,Student,13,4,Multiple,Guild Wars 2,FPS,Lack of innovation,5,3,"Story,Endgame content,PvP",3,21,Freemium,0,Yes,"Cosmetics,Other,Exclusive content","Time commitment,Toxicity,Complexity",5,2,No,Yes
37,Male,66622,Brazil,Employed,10,0,PC,Guild Wars 2,Strategy,Lack of innovation,3,2,"Trading,Customization",2,10,Free-to-play,224,Yes,"Exclusive content,Social reasons",Lack of friends,4,4,Yes,Maybe
18,Male,25838,Brazil,Employed,26,3,PC,Elder Scrolls Online,Strategy,"Repetitive quests,Too grindy,Pay-to-win",5,3,Customization,3,20,Freemium,265,Yes,"Progression boost,Exclusive content,Supporting devs","Lack of friends,Time commitment",3,3,Yes,Yes
25,Female,47523,USA,Self-employed,19,6,Multiple,World of Warcraft,Strategy,Pay-to-win,4,5,"Story,PvE,Social systems",3,14,Buy-to-play,0,Maybe,"Cosmetics,Social reasons",Complexity,1,4,Yes,No
25,Female,31026,Canada,Student,13,5,Console,Other,MMORPG,Too grindy,5,4,Customization,3,19,Free-to-play,71,Maybe,"Social reasons,Exclusive content,Other",Time commitment,4,3,Yes,Maybe
21,Male,41859,UK,Employed,12,7,PC,World of Warcraft,FPS,Toxicity,3,2,"Story,Crafting,Endgame content",2,18,Freemium,61,No,"Cosmetics,Exclusive content","Lack of friends,Toxicity",3,4,No,Maybe
21,Female,18556,USA,Unemployed,10,4,Console,Lost Ark,MMORPG,"Other,Toxicity",3,3,PvE,4,11,Freemium,139,Yes,Progression boost,"Toxicity,Other",5,3,No,Yes
27,Non-binary,31113,India,Student,5,3,Multiple,Other,MMORPG,"Other,Technical issues",3,4,"Trading,Customization,PvP",5,6,Free-to-play,45,No,"Progression boost,Exclusive content,Other","Time commitment,Complexity",3,4,No,Yes
